Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NUTX","NUTEX HEALTH INC","Health Care","Equity","2,530,039.10","0.00","2,530,039.10","5,594,956.00","0.45","United States","NASDAQ","USD","1.00","USD","-"
"PVBC","PROVIDENT BANCORP INC","Financials","Equity","2,500,473.69","0.00","2,500,473.69","312,169.00","8.01","United States","NASDAQ","USD","1.00","USD","-"
"NKTR","NEKTAR THERAPEUTICS","Health Care","Equity","2,493,970.64","0.00","2,493,970.64","4,027,080.00","0.62","United States","NASDAQ","USD","1.00","USD","-"
"NAUT","NAUTILUS BIOTECHNOLGY INC","Health Care","Equity","2,487,844.24","0.00","2,487,844.24","894,908.00","2.78","United States","NASDAQ","USD","1.00","USD","-"
"VLD","VELO3D INC","Industrials","Equity","2,441,745.15","0.00","2,441,745.15","1,252,177.00","1.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOSL","FOSSIL GROUP INC","Consumer Discretionary","Equity","2,406,322.10","0.00","2,406,322.10","1,046,227.00","2.30","United States","NASDAQ","USD","1.00","USD","-"
"UFI","UNIFI INC","Consumer Discretionary","Equity","2,408,745.30","0.00","2,408,745.30","311,610.00","7.73","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RXT","RACKSPACE TECHNOLOGY INC","Information Technology","Equity","2,395,810.56","0.00","2,395,810.56","1,361,256.00","1.76","United States","NASDAQ","USD","1.00","USD","-"
"QUAD","QUAD GRAPHICS INC CLASS A","Industrials","Equity","2,389,017.60","0.00","2,389,017.60","663,616.00","3.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VERI","VERITONE INC","Information Technology","Equity","2,389,033.50","0.00","2,389,033.50","726,150.00","3.29","United States","NASDAQ","USD","1.00","USD","-"
"MKFG","MARKFORGED HOLDING CORP","Industrials","Equity","2,392,247.58","0.00","2,392,247.58","2,401,855.00","1.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AIRS","AIRSCULPT TECHNOLOGIES INC","Health Care","Equity","2,373,801.60","0.00","2,373,801.60","289,488.00","8.20","United States","NASDAQ","USD","1.00","USD","-"
"MPAA","MOTORCAR PARTS OF AMERICA INC","Consumer Discretionary","Equity","2,354,270.16","0.00","2,354,270.16","419,656.00","5.61","United States","NASDAQ","USD","1.00","USD","-"
"WULF","TERAWULF INC","Information Technology","Equity","2,348,380.06","0.00","2,348,380.06","1,576,094.00","1.49","United States","NASDAQ","USD","1.00","USD","-"
"HNST","THE HONEST COMPANY INC","Consumer Staples","Equity","2,348,626.65","0.00","2,348,626.65","1,515,243.00","1.55","United States","NASDAQ","USD","1.00","USD","-"
"CSTE","CAESARSTONE LTD","Industrials","Equity","2,345,045.17","0.00","2,345,045.17","502,151.00","4.67","Israel","NASDAQ","USD","1.00","USD","-"
"ATHA","ATHIRA PHARMA INC","Health Care","Equity","2,341,134.20","0.00","2,341,134.20","775,210.00","3.02","United States","NASDAQ","USD","1.00","USD","-"
"UEIC","UNIVERSAL ELECTRONICS INC","Consumer Discretionary","Equity","2,325,651.12","0.00","2,325,651.12","277,524.00","8.38","United States","NASDAQ","USD","1.00","USD","-"
"CIFR","CIPHER MINING INC","Information Technology","Equity","2,308,044.78","0.00","2,308,044.78","894,591.00","2.58","United States","NASDAQ","USD","1.00","USD","-"
"USCB","USCB FINANCIAL HOLDINGS CLASS A","Financials","Equity","2,310,455.73","0.00","2,310,455.73","225,851.00","10.23","United States","NASDAQ","USD","1.00","USD","-"
"PBFS","PIONEER BANCORP INC","Financials","Equity","2,300,120.27","0.00","2,300,120.27","250,831.00","9.17","United States","NASDAQ","USD","1.00","USD","-"
"XXII","22ND CENTURY GROUP INC","Consumer Staples","Equity","2,281,674.67","0.00","2,281,674.67","3,754,607.00","0.61","United States","NASDAQ","USD","1.00","USD","-"
"OCGN","OCUGEN INC","Health Care","Equity","2,282,243.29","0.00","2,282,243.29","4,831,167.00","0.47","United States","NASDAQ","USD","1.00","USD","-"
"RAD","RITE AID CORP","Consumer Staples","Equity","2,282,849.97","0.00","2,282,849.97","1,247,459.00","1.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HMST","HOMESTREET INC","Financials","Equity","2,234,246.52","0.00","2,234,246.52","396,143.00","5.64","United States","NASDAQ","USD","1.00","USD","-"
"BVS","BIOVENTUS CLASS A INC","Health Care","Equity","2,234,554.32","0.00","2,234,554.32","754,917.00","2.96","United States","NASDAQ","USD","1.00","USD","-"
"EP","EMPIRE PETROLEUM CORP","Energy","Equity","2,231,029.50","0.00","2,231,029.50","212,479.00","10.50","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"GWH","ESS TECH INC","Industrials","Equity","2,209,214.70","0.00","2,209,214.70","1,753,345.00","1.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESPR","ESPERION THERAPEUTICS INC","Health Care","Equity","2,193,471.92","0.00","2,193,471.92","1,612,847.00","1.36","United States","NASDAQ","USD","1.00","USD","-"
"HPK","HIGHPEAK ENERGY INC","Energy","Equity","2,172,010.80","0.00","2,172,010.80","160,296.00","13.55","United States","NASDAQ","USD","1.00","USD","-"
"RENT","RENT THE RUNWAY INC CLASS A","Consumer Discretionary","Equity","2,165,579.51","0.00","2,165,579.51","1,026,341.00","2.11","United States","NASDAQ","USD","1.00","USD","-"
"SGC","SUPERIOR GROUP OF COMPANIES INC","Consumer Discretionary","Equity","2,167,720.11","0.00","2,167,720.11","248,307.00","8.73","United States","NASDAQ","USD","1.00","USD","-"
"ABSI","ABSCI CORP","Health Care","Equity","2,156,700.28","0.00","2,156,700.28","1,147,181.00","1.88","United States","NASDAQ","USD","1.00","USD","-"
"VRAY","VIEWRAY INC","Health Care","Equity","2,130,370.24","0.00","2,130,370.24","3,257,945.00","0.65","United States","NASDAQ","USD","1.00","USD","-"
"DTC","SOLO BRANDS INC CLASS A","Consumer Discretionary","Equity","2,108,918.92","0.00","2,108,918.92","483,697.00","4.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UPLD","UPLAND SOFTWARE INC","Information Technology","Equity","2,100,082.32","0.00","2,100,082.32","640,269.00","3.28","United States","NASDAQ","USD","1.00","USD","-"
"AKYA","AKOYA BIOSCIENCES INC","Health Care","Equity","2,068,715.22","0.00","2,068,715.22","345,939.00","5.98","United States","NASDAQ","USD","1.00","USD","-"
"BKKT","BAKKT HOLDINGS INC CLASS A","Financials","Equity","2,057,522.52","0.00","2,057,522.52","1,409,262.00","1.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AOMR","ANGEL OAK MORTGAGE REIT INC","Financials","Equity","2,051,738.64","0.00","2,051,738.64","271,394.00","7.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WLLAW","CHORD ENERGY EQUITY WARRANTS EXP S","Energy","Equity","2,048,241.98","0.00","-3,071,240.74","92,645.00","22.11","United States","Non-Nms Quotation Service (Nnqs)","USD","1.00","USD","-"
"NREF","NEXPOINT REAL ESTATE FINANCE INC","Financials","Equity","2,037,506.90","0.00","2,037,506.90","142,483.00","14.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APEI","AMERICAN PUBLIC EDUCATION INC","Consumer Discretionary","Equity","1,991,681.28","0.00","1,991,681.28","399,936.00","4.98","United States","NASDAQ","USD","1.00","USD","-"
"SPIR","SPIRE GLOBAL INC CLASS A","Industrials","Equity","1,977,207.76","0.00","1,977,207.76","2,787,155.00","0.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INSG","INSEEGO CORP","Information Technology","Equity","1,967,192.76","0.00","1,967,192.76","1,804,764.00","1.09","United States","NASDAQ","USD","1.00","USD","-"
"NGVC","NATURAL GROCERS BY VITAMIN COTTAGE","Consumer Staples","Equity","1,952,877.56","0.00","1,952,877.56","184,582.00","10.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VCSA","VACASA INC CLASS A","Consumer Discretionary","Equity","1,954,535.15","0.00","1,954,535.15","2,510,320.00","0.78","United States","NASDAQ","USD","1.00","USD","-"
"ACRV","ACRIVON THERAPEUTICS INC","Health Care","Equity","1,946,382.39","0.00","1,946,382.39","157,347.00","12.37","United States","NASDAQ","USD","1.00","USD","-"
"CTV","INNOVID CORP","Communication","Equity","1,894,745.05","0.00","1,894,745.05","1,565,905.00","1.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TCS","CONTAINER STORE GROUP INC","Consumer Discretionary","Equity","1,887,247.52","0.00","1,887,247.52","693,841.00","2.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DIBS","1STDIBS COM INC","Consumer Discretionary","Equity","1,870,658.41","0.00","1,870,658.41","501,517.00","3.73","United States","NASDAQ","USD","1.00","USD","-"
"GAMB","GAMBLING COM GROUP LTD","Communication","Equity","1,845,623.64","0.00","1,845,623.64","178,149.00","10.36","Jersey","NASDAQ","USD","1.00","USD","-"
"SCWX","SECUREWORKS CLASS A CORP","Information Technology","Equity","1,825,195.68","0.00","1,825,195.68","218,064.00","8.37","United States","NASDAQ","USD","1.00","USD","-"
"TGAN","TRANSPHORM INC","Information Technology","Equity","1,802,654.22","0.00","1,802,654.22","438,602.00","4.11","United States","NASDAQ","USD","1.00","USD","-"
"GOSS","GOSSAMER BIO INC","Health Care","Equity","1,792,669.50","0.00","1,792,669.50","1,368,450.00","1.31","United States","NASDAQ","USD","1.00","USD","-"
"SBT","STERLING BANCORP INC","Financials","Equity","1,781,924.64","0.00","1,781,924.64","359,259.00","4.96","United States","NASDAQ","USD","1.00","USD","-"
"PLM","POLYMET MINING CORP","Materials","Equity","1,742,362.56","0.00","1,742,362.56","1,209,974.00","1.44","Canada","Nyse Mkt Llc","USD","1.00","USD","-"
"VEL","VELOCITY FINANCIAL INC","Financials","Equity","1,744,797.07","0.00","1,744,797.07","186,211.00","9.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RLMD","RELMADA THERAPEUTICS INC","Health Care","Equity","1,688,397.81","0.00","1,688,397.81","596,607.00","2.83","United States","NASDAQ","USD","1.00","USD","-"
"LSEA","LANDSEA HOMES CORP","Consumer Discretionary","Equity","1,663,135.32","0.00","1,663,135.32","229,082.00","7.26","United States","NASDAQ","USD","1.00","USD","-"
"EGIO","EDGIO INC","Information Technology","Equity","1,664,350.74","0.00","1,664,350.74","3,082,131.00","0.54","United States","NASDAQ","USD","1.00","USD","-"
"IVVD","INVIVYD INC","Health Care","Equity","1,653,976.67","0.00","1,653,976.67","1,113,789.00","1.49","United States","NASDAQ","USD","1.00","USD","-"
"PFSW","PFSWEB INC","Information Technology","Equity","1,628,017.75","0.00","1,628,017.75","383,063.00","4.25","United States","NASDAQ","USD","1.00","USD","-"
"DLTH","DULUTH HOLDINGS INC CLASS B","Consumer Discretionary","Equity","1,620,195.21","0.00","1,620,195.21","260,901.00","6.21","United States","NASDAQ","USD","1.00","USD","-"
"KRT","KARAT PACKAGING INC","Industrials","Equity","1,578,144.00","0.00","1,578,144.00","98,634.00","16.00","United States","NASDAQ","USD","1.00","USD","-"
"VERU","VERU INC","Consumer Staples","Equity","1,553,138.08","0.00","1,553,138.08","1,493,402.00","1.04","United States","NASDAQ","USD","1.00","USD","-"
"BGRY","BERKSHIRE GREY INC CLASS A","Industrials","Equity","1,522,052.00","0.00","1,522,052.00","1,087,180.00","1.40","United States","NASDAQ","USD","1.00","USD","-"
"DZSI","DZS INC","Information Technology","Equity","1,502,221.28","0.00","1,502,221.28","434,168.00","3.46","United States","NASDAQ","USD","1.00","USD","-"
"CLPR","CLIPPER REALTY INC","Real Estate","Equity","1,492,287.85","0.00","1,492,287.85","262,265.00","5.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLBY","PLBY GROUP INC","Consumer Discretionary","Equity","1,476,560.61","0.00","1,476,560.61","1,004,463.00","1.47","United States","NASDAQ","USD","1.00","USD","-"
"KRON","KRONOS BIO INC","Health Care","Equity","1,411,967.96","0.00","1,411,967.96","835,484.00","1.69","United States","NASDAQ","USD","1.00","USD","-"
"MAPS","WM TECHNOLOGY INC CLASS A","Information Technology","Equity","1,398,220.74","0.00","1,398,220.74","1,603,832.00","0.87","United States","NASDAQ","USD","1.00","USD","-"
"REFI","CHICAGO ATLANTIC REAL ESTATE FINAN","Financials","Equity","1,401,972.72","0.00","1,401,972.72","93,966.00","14.92","United States","NASDAQ","USD","1.00","USD","-"
"HLTH","CUE HEALTH INC","Health Care","Equity","1,397,445.00","0.00","1,397,445.00","2,329,075.00","0.60","United States","NASDAQ","USD","1.00","USD","-"
"RGTI","RIGETTI COMPUTING INC","Information Technology","Equity","1,391,770.48","0.00","1,391,770.48","1,585,160.00","0.88","United States","NASDAQ","USD","1.00","USD","-"
"FRBK","REPUBLIC FIRST BANCORP INC","Financials","Equity","1,385,750.42","0.00","1,385,750.42","1,135,861.00","1.22","United States","NASDAQ","USD","1.00","USD","-"
"LCUT","LIFETIME BRANDS INC","Consumer Discretionary","Equity","1,379,350.77","0.00","1,379,350.77","276,423.00","4.99","United States","NASDAQ","USD","1.00","USD","-"
"UONE","URBAN ONE INC CLASS A","Communication","Equity","1,368,760.36","0.00","1,368,760.36","219,177.00","6.25","United States","NASDAQ","USD","1.00","USD","-"
"IPSC","CENTURY THERAPEUTICS INC","Health Care","Equity","1,371,324.90","0.00","1,371,324.90","415,553.00","3.30","United States","NASDAQ","USD","1.00","USD","-"
"AC","ASSOCIATED CAPITAL GROUP INC CLASS","Financials","Equity","1,336,814.16","0.00","1,336,814.16","36,366.00","36.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ANTX","AN2 THERAPEUTICS INC","Health Care","Equity","1,333,542.81","0.00","1,333,542.81","208,041.00","6.41","United States","NASDAQ","USD","1.00","USD","-"
"CENN","CENNTRO ELECTRIC GROUP LTD","Consumer Discretionary","Equity","1,310,517.78","0.00","1,310,517.78","4,144,585.00","0.32","United States","NASDAQ","USD","1.00","USD","-"
"PRDS","PARDES BIOSCIENCES INC","Health Care","Equity","1,299,675.51","0.00","1,299,675.51","687,659.00","1.89","United States","NASDAQ","USD","1.00","USD","-"
"ADTH","ADTHEORENT HOLDING COMPANY INC","Communication","Equity","1,298,136.20","0.00","1,298,136.20","729,290.00","1.78","United States","NASDAQ","USD","1.00","USD","-"
"FGBI","FIRST GUARANTY BANCSHARES INC","Financials","Equity","1,290,733.50","0.00","1,290,733.50","105,366.00","12.25","United States","NASDAQ","USD","1.00","USD","-"
"TALS","TALARIS THERAPEUTICS INC","Health Care","Equity","1,287,284.24","0.00","1,287,284.24","508,808.00","2.53","United States","NASDAQ","USD","1.00","USD","-"
"CONN","CONNS INC","Consumer Discretionary","Equity","1,283,028.45","0.00","1,283,028.45","288,321.00","4.45","United States","NASDAQ","USD","1.00","USD","-"
"ASTR","ASTRA SPACE INC CLASS A","Industrials","Equity","1,227,740.78","0.00","1,227,740.78","3,422,751.00","0.36","United States","NASDAQ","USD","1.00","USD","-"
"CMPO","COMPOSECURE INC CLASS A","Information Technology","Equity","1,214,102.25","0.00","1,214,102.25","179,867.00","6.75","United States","NASDAQ","USD","1.00","USD","-"
"BHM WI","BLUEROCK HOMES TRUST INC CLASS A","Real Estate","Equity","1,210,385.07","0.00","1,210,385.07","76,077.00","15.91","United States","Nyse Mkt Llc","USD","1.00","USD","-"
"THRN","THORNE HEALTHTECH INC","Consumer Staples","Equity","1,202,225.00","0.00","1,202,225.00","253,100.00","4.75","United States","NASDAQ","USD","1.00","USD","-"
"LVOX","LIVEVOX HOLDING INC CLASS A","Information Technology","Equity","1,183,210.60","0.00","1,183,210.60","413,710.00","2.86","United States","NASDAQ","USD","1.00","USD","-"
"CMLS","CUMULUS MEDIA INC CLASS A","Communication","Equity","1,171,068.92","0.00","1,171,068.92","355,948.00","3.29","United States","NASDAQ","USD","1.00","USD","-"
"HYZN","HYZON MOTORS INC CLASS A","Industrials","Equity","1,165,413.50","0.00","1,165,413.50","1,976,282.00","0.59","United States","NASDAQ","USD","1.00","USD","-"
"VALU","VALUE LINE INC","Financials","Equity","1,154,127.45","0.00","1,154,127.45","24,395.00","47.31","United States","NASDAQ","USD","1.00","USD","-"
"WGS","GENEDX HOLDINGS CORP CLASS A","Health Care","Equity","1,138,999.05","0.00","1,138,999.05","176,589.00","6.45","United States","NASDAQ","USD","1.00","USD","-"
"NL","NL INDUSTRIES INC","Industrials","Equity","1,139,278.95","0.00","1,139,278.95","194,085.00","5.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LLAP","TERRAN ORBITAL CORP","Industrials","Equity","1,142,056.96","0.00","1,142,056.96","892,232.00","1.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"THRD","THIRD HARMONIC BIO INC","Health Care","Equity","1,129,778.28","0.00","1,129,778.28","239,868.00","4.71","United States","NASDAQ","USD","1.00","USD","-"
"DSP","VIANT TECHNOLOGY INC CLASS A","Information Technology","Equity","1,119,721.68","0.00","1,119,721.68","245,553.00","4.56","United States","NASDAQ","USD","1.00","USD","-"
"PRAX","PRAXIS PRECISION MEDICINES INC","Health Care","Equity","1,086,825.65","0.00","1,086,825.65","1,076,065.00","1.01","United States","NASDAQ","USD","1.00","USD","-"
"AVAH","AVEANNA HEALTHCARE HOLDINGS INC","Health Care","Equity","1,089,384.21","0.00","1,089,384.21","831,591.00","1.31","United States","NASDAQ","USD","1.00","USD","-"
"KORE","KORE GROUP HOLDINGS INC","Communication","Equity","1,072,512.00","0.00","1,072,512.00","705,600.00","1.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ML","MONEYLION INC CLASS A","Financials","Equity","1,073,417.55","0.00","1,073,417.55","98,029.00","10.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMIC","SINGULAR GENOMICS SYSTEMS INC","Health Care","Equity","1,069,978.08","0.00","1,069,978.08","1,182,035.00","0.91","United States","NASDAQ","USD","1.00","USD","-"
"HYMC","HYCROFT MINING HOLDING CLASS A","Materials","Equity","1,039,117.59","0.00","1,039,117.59","3,085,266.00","0.34","United States","NASDAQ","USD","1.00","USD","-"
"EIGR","EIGER BIOPHARMACEUTICALS INC","Health Care","Equity","984,337.20","0.00","984,337.20","894,852.00","1.10","United States","NASDAQ","USD","1.00","USD","-"
"PRTH","PRIORITY TECHNOLOGY HOLDINGS INC","Financials","Equity","984,607.00","0.00","984,607.00","266,110.00","3.70","United States","NASDAQ","USD","1.00","USD","-"
"BODY","BEACHBODY COMPANY INC CLASS A","Consumer Discretionary","Equity","967,309.44","0.00","967,309.44","2,015,228.00","0.48","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
